Age,Club,Club Logo,Flag,ID,Name,Nationality,Overall,Photo,Potential,Special,EUR_value,EUR_wage
31,Real Valladolid,https://cdn.sofifa.org/24/18/teams/462.png,https://cdn.sofifa.org/flags/45.png,170941,Javi Moyano,Spain,69,https://cdn.sofifa.org/48/18/players/170941.png,69,1792,700000.0,6000.0
32,CF Reus Deportiu,https://cdn.sofifa.org/24/18/teams/110854.png,https://cdn.sofifa.org/flags/45.png,174013,Olmo,Spain,69,https://cdn.sofifa.org/48/18/players/174013.png,69,1697,600000.0,5000.0
29,Alanyaspor,https://cdn.sofifa.org/24/18/teams/113142.png,https://cdn.sofifa.org/flags/34.png,199614,G. Plet,Netherlands,69,https://cdn.sofifa.org/48/18/players/199614.png,69,1584,1100000.0,10000.0
35,Randers FC,https://cdn.sofifa.org/24/18/teams/1786.png,https://cdn.sofifa.org/flags/13.png,142270,J. Thomsen,Denmark,69,https://cdn.sofifa.org/48/18/players/142270.png,69,1822,230000.0,6000.0
25,Toulouse FC,https://cdn.sofifa.org/24/18/teams/1809.png,https://cdn.sofifa.org/flags/104.png,219582,S. Fortès,Cape Verde,69,https://cdn.sofifa.org/48/18/players/219582.png,72,1480,1100000.0,14000.0
29,CD Palestino,https://cdn.sofifa.org/24/18/teams/111328.png,https://cdn.sofifa.org/flags/55.png,160190,E. Rescaro,Chile,69,https://cdn.sofifa.org/48/18/players/160190.png,69,1821,1000000.0,4000.0
21,Djurgårdens IF,https://cdn.sofifa.org/24/18/teams/710.png,https://cdn.sofifa.org/flags/46.png,215487,G. Engvall,Sweden,69,https://cdn.sofifa.org/48/18/players/215487.png,80,1674,1800000.0,22000.0
22,VfL Wolfsburg,https://cdn.sofifa.org/24/18/teams/175.png,https://cdn.sofifa.org/flags/21.png,216255,M. Stefaniak,Germany,69,https://cdn.sofifa.org/48/18/players/216255.png,77,1759,1500000.0,29000.0
22,FC Twente,https://cdn.sofifa.org/24/18/teams/1908.png,https://cdn.sofifa.org/flags/34.png,218047,P. Bijen,Netherlands,69,https://cdn.sofifa.org/48/18/players/218047.png,75,1523,1200000.0,5000.0
33,Audax Italiano,https://cdn.sofifa.org/24/18/teams/101097.png,https://cdn.sofifa.org/flags/55.png,160191,E. Vindegas,Chile,69,https://cdn.sofifa.org/48/18/players/160191.png,69,1762,650000.0,4000.0
35,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,https://cdn.sofifa.org/flags/40.png,161215,S. Narubin,Russia,69,https://cdn.sofifa.org/48/18/players/161215.png,69,1097,250000.0,9000.0
27,,https://cdn.sofifa.org/flags/23.png,https://cdn.sofifa.org/flags/23.png,237247,Vinícius,Hungary,69,https://cdn.sofifa.org/48/18/players/237247.png,70,1444,0.0,0.0
27,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,https://cdn.sofifa.org/flags/14.png,186559,J. Butterfield,England,69,https://cdn.sofifa.org/48/18/players/186559.png,69,1801,1100000.0,30000.0
28,Bari,https://cdn.sofifa.org/24/18/teams/1848.png,https://cdn.sofifa.org/flags/27.png,201408,S. D'Elia,Italy,69,https://cdn.sofifa.org/48/18/players/201408.png,69,1785,825000.0,3000.0
25,CD Leganés,https://cdn.sofifa.org/24/18/teams/100888.png,https://cdn.sofifa.org/flags/108.png,204992,M. Kone,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/204992.png,74,1686,1400000.0,14000.0
24,BK Häcken,https://cdn.sofifa.org/24/18/teams/711.png,https://cdn.sofifa.org/flags/138.png,207552,A. Kamara,Sierra Leone,69,https://cdn.sofifa.org/48/18/players/207552.png,74,1654,1400000.0,3000.0
28,Bari,https://cdn.sofifa.org/24/18/teams/1848.png,https://cdn.sofifa.org/flags/27.png,184512,D. Tonucci,Italy,69,https://cdn.sofifa.org/48/18/players/184512.png,69,1513,850000.0,3000.0
29,ADO Den Haag,https://cdn.sofifa.org/24/18/teams/650.png,https://cdn.sofifa.org/flags/34.png,184001,D. Gorter,Netherlands,69,https://cdn.sofifa.org/48/18/players/184001.png,69,1969,1000000.0,8000.0
26,Norwich City,https://cdn.sofifa.org/24/18/teams/1792.png,https://cdn.sofifa.org/flags/21.png,192449,M. Stiepermann,Germany,69,https://cdn.sofifa.org/48/18/players/192449.png,71,1884,1200000.0,21000.0
25,Hamilton Academical FC,https://cdn.sofifa.org/24/18/teams/184.png,https://cdn.sofifa.org/flags/42.png,200898,A. Crawford,Scotland,69,https://cdn.sofifa.org/48/18/players/200898.png,72,1900,1300000.0,5000.0
25,Sint-Truidense VV,https://cdn.sofifa.org/24/18/teams/680.png,https://cdn.sofifa.org/flags/98.png,206018,I. Vetokele,Angola,69,https://cdn.sofifa.org/48/18/players/206018.png,72,1755,1300000.0,9000.0
28,Amkar Perm,https://cdn.sofifa.org/24/18/teams/110234.png,https://cdn.sofifa.org/flags/40.png,210626,N. Zaytsev,Russia,69,https://cdn.sofifa.org/48/18/players/210626.png,70,1557,950000.0,13000.0
21,FC Sion,https://cdn.sofifa.org/24/18/teams/110770.png,https://cdn.sofifa.org/flags/40.png,213954,A. Mitryushkin,Russia,69,https://cdn.sofifa.org/48/18/players/213954.png,82,1105,1600000.0,6000.0
30,Holstein Kiel,https://cdn.sofifa.org/24/18/teams/576.png,https://cdn.sofifa.org/flags/21.png,183490,J. van den Bergh,Germany,69,https://cdn.sofifa.org/48/18/players/183490.png,69,1720,750000.0,8000.0
23,Racing Club de Avellaneda,https://cdn.sofifa.org/24/18/teams/101085.png,https://cdn.sofifa.org/flags/52.png,214979,J. Musso,Argentina,69,https://cdn.sofifa.org/48/18/players/214979.png,76,1093,1100000.0,7000.0
34,Rayo Vallecano,https://cdn.sofifa.org/24/18/teams/480.png,https://cdn.sofifa.org/flags/45.png,110019,Dorado,Spain,69,https://cdn.sofifa.org/48/18/players/110019.png,69,1521,325000.0,7000.0
27,Independiente Medellín,https://cdn.sofifa.org/24/18/teams/101103.png,https://cdn.sofifa.org/flags/56.png,214980,J. Caicedo,Colombia,69,https://cdn.sofifa.org/48/18/players/214980.png,69,1631,1100000.0,3000.0
20,Bologna,https://cdn.sofifa.org/24/18/teams/189.png,https://cdn.sofifa.org/flags/126.png,225476,C. Keita,Mali,69,https://cdn.sofifa.org/48/18/players/225476.png,80,1699,1600000.0,12000.0
19,KAS Eupen,https://cdn.sofifa.org/24/18/teams/2013.png,https://cdn.sofifa.org/flags/108.png,234948,J. Lazare Amani,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/234948.png,81,1782,1800000.0,5000.0
27,Ipswich Town,https://cdn.sofifa.org/24/18/teams/94.png,https://cdn.sofifa.org/flags/14.png,187077,F. Sears,England,69,https://cdn.sofifa.org/48/18/players/187077.png,69,1838,1100000.0,14000.0
26,Panathinaikos FC,https://cdn.sofifa.org/24/18/teams/1884.png,https://cdn.sofifa.org/flags/38.png,197062,Nuno Reis,Portugal,69,https://cdn.sofifa.org/48/18/players/197062.png,71,1767,1100000.0,1000.0
25,RC Lens,https://cdn.sofifa.org/24/18/teams/64.png,https://cdn.sofifa.org/flags/18.png,212934,A. Zoubir,France,69,https://cdn.sofifa.org/48/18/players/212934.png,70,1704,1200000.0,6000.0
22,Arsenal de Sarandí,https://cdn.sofifa.org/24/18/teams/110394.png,https://cdn.sofifa.org/flags/52.png,220358,F. Monteseirín,Argentina,69,https://cdn.sofifa.org/48/18/players/220358.png,76,1538,1300000.0,8000.0
24,Arsenal Tula,https://cdn.sofifa.org/24/18/teams/110756.png,https://cdn.sofifa.org/flags/147.png,235462,E. Kangwa,Zambia,69,https://cdn.sofifa.org/48/18/players/235462.png,74,1771,1400000.0,14000.0
29,Lech Pozna?,https://cdn.sofifa.org/24/18/teams/873.png,https://cdn.sofifa.org/flags/13.png,172743,N. Nielsen,Denmark,69,https://cdn.sofifa.org/48/18/players/172743.png,69,1775,1100000.0,8000.0
27,CF Reus Deportiu,https://cdn.sofifa.org/24/18/teams/110854.png,https://cdn.sofifa.org/flags/45.png,193735,Juan Domínguez,Spain,69,https://cdn.sofifa.org/48/18/players/193735.png,72,1865,1100000.0,5000.0
23,Watford,https://cdn.sofifa.org/24/18/teams/1795.png,https://cdn.sofifa.org/flags/25.png,203464,T. Hoban,Republic of Ireland,69,https://cdn.sofifa.org/48/18/players/203464.png,75,1581,1200000.0,23000.0
25,Querétaro,https://cdn.sofifa.org/24/18/teams/110150.png,https://cdn.sofifa.org/flags/83.png,216520,J. Güemez,Mexico,69,https://cdn.sofifa.org/48/18/players/216520.png,73,1973,1300000.0,7000.0
29,Sangju Sangmu FC,https://cdn.sofifa.org/24/18/teams/2055.png,https://cdn.sofifa.org/flags/167.png,191944,Kim Sung Joon,Korea Republic,69,https://cdn.sofifa.org/48/18/players/191944.png,69,1892,1000000.0,3000.0
27,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,https://cdn.sofifa.org/flags/83.png,198601,L. Mendoza,Mexico,69,https://cdn.sofifa.org/48/18/players/198601.png,69,1808,1100000.0,13000.0
23,ADO Den Haag,https://cdn.sofifa.org/24/18/teams/650.png,https://cdn.sofifa.org/flags/108.png,221641,W. Kanon,Ivory Coast,69,https://cdn.sofifa.org/48/18/players/221641.png,73,1600,1200000.0,6000.0
26,RC Strasbourg,https://cdn.sofifa.org/24/18/teams/76.png,https://cdn.sofifa.org/flags/104.png,230857,J. Da Costa,Cape Verde,69,https://cdn.sofifa.org/48/18/players/230857.png,71,1547,1300000.0,15000.0
28,BK Häcken,https://cdn.sofifa.org/24/18/teams/711.png,https://cdn.sofifa.org/flags/46.png,192201,P. Abrahamsson,Sweden,69,https://cdn.sofifa.org/48/18/players/192201.png,69,1126,750000.0,3000.0
23,Crotone,https://cdn.sofifa.org/24/18/teams/110734.png,https://cdn.sofifa.org/flags/27.png,219594,A. Barberis,Italy,69,https://cdn.sofifa.org/48/18/players/219594.png,74,1789,1400000.0,7000.0
24,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,https://cdn.sofifa.org/flags/60.png,223690,S. Rochet,Uruguay,69,https://cdn.sofifa.org/48/18/players/223690.png,73,1149,975000.0,6000.0
21,Amiens SC Football,https://cdn.sofifa.org/24/18/teams/1816.png,https://cdn.sofifa.org/flags/18.png,224970,J. Dompé Diarra,France,69,https://cdn.sofifa.org/48/18/players/224970.png,77,1811,1600000.0,8000.0
20,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,https://cdn.sofifa.org/flags/38.png,239818,Rúben Dias,Portugal,69,https://cdn.sofifa.org/48/18/players/239818.png,80,1462,1600000.0,5000.0
31,Vålerenga Fotball,https://cdn.sofifa.org/24/18/teams/920.png,https://cdn.sofifa.org/flags/36.png,184010,M. Abdellaoue,Norway,69,https://cdn.sofifa.org/48/18/players/184010.png,69,1758,950000.0,4000.0
24,San Lorenzo de Almagro,https://cdn.sofifa.org/24/18/teams/1013.png,https://cdn.sofifa.org/flags/52.png,224459,V. Salazar,Argentina,69,https://cdn.sofifa.org/48/18/players/224459.png,75,1769,1200000.0,10000.0
27,Hull City,https://cdn.sofifa.org/24/18/teams/1952.png,https://cdn.sofifa.org/flags/36.png,188107,A. Diomande,Norway,69,https://cdn.sofifa.org/48/18/players/188107.png,70,1677,1200000.0,8000.0
32,D.C. United,https://cdn.sofifa.org/24/18/teams/688.png,https://cdn.sofifa.org/flags/117.png,138188,L. Sam,Ghana,69,https://cdn.sofifa.org/48/18/players/138188.png,69,1756,825000.0,5000.0
23,Sunderland,https://cdn.sofifa.org/24/18/teams/106.png,https://cdn.sofifa.org/flags/14.png,216268,D. Watmore,England,69,https://cdn.sofifa.org/48/18/players/216268.png,74,1710,1400000.0,6000.0
23,Hellas Verona,https://cdn.sofifa.org/24/18/teams/206.png,https://cdn.sofifa.org/flags/27.png,219852,A. Ferrari,Italy,69,https://cdn.sofifa.org/48/18/players/219852.png,76,1649,1200000.0,21000.0
38,Independiente Santa Fe,https://cdn.sofifa.org/24/18/teams/101104.png,https://cdn.sofifa.org/flags/56.png,159436,R. Zapata,Colombia,69,https://cdn.sofifa.org/48/18/players/159436.png,69,1169,70000.0,2000.0
24,KV Oostende,https://cdn.sofifa.org/24/18/teams/682.png,https://cdn.sofifa.org/flags/44.png,238796,N. Rajsel,Slovenia,69,https://cdn.sofifa.org/48/18/players/238796.png,72,1758,1300000.0,9000.0
32,Atlético Huila,https://cdn.sofifa.org/24/18/teams/112528.png,https://cdn.sofifa.org/flags/56.png,214477,A. Correa,Colombia,69,https://cdn.sofifa.org/48/18/players/214477.png,69,1458,600000.0,1000.0
26,Belgrano de Córdoba,https://cdn.sofifa.org/24/18/teams/111022.png,https://cdn.sofifa.org/flags/52.png,224205,M. Barbieri,Argentina,69,https://cdn.sofifa.org/48/18/players/224205.png,70,1699,1200000.0,9000.0
25,Club de Deportes Temuco,https://cdn.sofifa.org/24/18/teams/112709.png,https://cdn.sofifa.org/flags/55.png,159950,B. Deroz,Chile,69,https://cdn.sofifa.org/48/18/players/159950.png,69,1531,925000.0,2000.0
33,Santiago Wanderers,https://cdn.sofifa.org/24/18/teams/110976.png,https://cdn.sofifa.org/flags/55.png,160206,W. Larrondo,Chile,69,https://cdn.sofifa.org/48/18/players/160206.png,69,1712,650000.0,4000.0
25,Associação Atlética Ponte Preta,https://cdn.sofifa.org/24/18/teams/111043.png,https://cdn.sofifa.org/flags/54.png,230350,Flávio Rebeilo,Brazil,69,https://cdn.sofifa.org/48/18/players/230350.png,69,1768,900000.0,9000.0
24,SC Freiburg,https://cdn.sofifa.org/24/18/teams/25.png,https://cdn.sofifa.org/flags/21.png,208335,L. Kübler,Germany,69,https://cdn.sofifa.org/48/18/players/208335.png,72,1726,1100000.0,11000.0
23,Stade Brestois 29,https://cdn.sofifa.org/24/18/teams/378.png,https://cdn.sofifa.org/flags/18.png,214991,J. Pi,France,69,https://cdn.sofifa.org/48/18/players/214991.png,74,1822,1200000.0,13000.0
24,Chacarita Juniors,https://cdn.sofifa.org/24/18/teams/110405.png,https://cdn.sofifa.org/flags/52.png,217807,J. Mendoza,Argentina,69,https://cdn.sofifa.org/48/18/players/217807.png,72,1687,1300000.0,7000.0
23,Dinamo Moscow,https://cdn.sofifa.org/24/18/teams/312.png,https://cdn.sofifa.org/flags/40.png,224719,A. Tashaev,Russia,69,https://cdn.sofifa.org/48/18/players/224719.png,74,1688,1400000.0,17000.0
33,,https://cdn.sofifa.org/flags/111.png,https://cdn.sofifa.org/flags/111.png,169423,S. Ekramy,Egypt,69,https://cdn.sofifa.org/48/18/players/169423.png,69,1148,0.0,0.0
24,Charlton Athletic,https://cdn.sofifa.org/24/18/teams/89.png,https://cdn.sofifa.org/flags/21.png,204496,P. Bauer,Germany,69,https://cdn.sofifa.org/48/18/players/204496.png,76,1520,1300000.0,7000.0
26,Sint-Truidense VV,https://cdn.sofifa.org/24/18/teams/680.png,https://cdn.sofifa.org/flags/49.png,206544,R. Bezus,Ukraine,69,https://cdn.sofifa.org/48/18/players/206544.png,70,1736,1200000.0,8000.0
22,Toronto FC,https://cdn.sofifa.org/24/18/teams/111651.png,https://cdn.sofifa.org/flags/95.png,208592,M. Delgado,United States,69,https://cdn.sofifa.org/48/18/players/208592.png,75,1867,1400000.0,5000.0
28,Independiente Santa Fe,https://cdn.sofifa.org/24/18/teams/101104.png,https://cdn.sofifa.org/flags/56.png,214480,J. López,Colombia,69,https://cdn.sofifa.org/48/18/players/214480.png,70,1371,950000.0,3000.0
27,FC Sochaux-Montbéliard,https://cdn.sofifa.org/24/18/teams/226.png,https://cdn.sofifa.org/flags/18.png,215760,F. Martin,France,69,https://cdn.sofifa.org/48/18/players/215760.png,69,1834,1100000.0,6000.0
30,Luton Town,https://cdn.sofifa.org/24/18/teams/1923.png,https://cdn.sofifa.org/flags/42.png,162512,S. Cuthbert,Scotland,69,https://cdn.sofifa.org/48/18/players/162512.png,69,1463,775000.0,11000.0
31,Djurgårdens IF,https://cdn.sofifa.org/24/18/teams/710.png,https://cdn.sofifa.org/flags/51.png,199121,H. Radetinac,Serbia,69,https://cdn.sofifa.org/48/18/players/199121.png,69,1649,925000.0,5000.0
28,Deportes Tolima,https://cdn.sofifa.org/24/18/teams/111722.png,https://cdn.sofifa.org/flags/56.png,201681,C. Quintero,Colombia,69,https://cdn.sofifa.org/48/18/players/201681.png,69,1872,1100000.0,1000.0
37,Sanfrecce Hiroshima,https://cdn.sofifa.org/24/18/teams/113157.png,https://cdn.sofifa.org/flags/10.png,141265,M. Miki?,Croatia,69,https://cdn.sofifa.org/48/18/players/141265.png,69,1792,350000.0,6000.0
27,Club Atlético Tigre,https://cdn.sofifa.org/24/18/teams/111715.png,https://cdn.sofifa.org/flags/52.png,215249,R. Depetris,Argentina,69,https://cdn.sofifa.org/48/18/players/215249.png,69,1685,1100000.0,9000.0
30,FC Ingolstadt 04,https://cdn.sofifa.org/24/18/teams/111239.png,https://cdn.sofifa.org/flags/21.png,180433,T. Levels,Germany,69,https://cdn.sofifa.org/48/18/players/180433.png,69,1729,750000.0,13000.0
25,FC Sochaux-Montbéliard,https://cdn.sofifa.org/24/18/teams/226.png,https://cdn.sofifa.org/flags/18.png,209618,F. Tardieu,France,69,https://cdn.sofifa.org/48/18/players/209618.png,75,1833,1200000.0,6000.0
27,Kaizer Chiefs,https://cdn.sofifa.org/24/18/teams/110929.png,https://cdn.sofifa.org/flags/140.png,209874,B. Khuzwayo,South Africa,69,https://cdn.sofifa.org/48/18/players/209874.png,71,1081,850000.0,1000.0
23,Atletico Nacional Medellin,https://cdn.sofifa.org/24/18/teams/101100.png,https://cdn.sofifa.org/flags/56.png,214226,R. Loaiza,Colombia,69,https://cdn.sofifa.org/48/18/players/214226.png,77,1730,1500000.0,3000.0
30,Vélez Sarsfield,https://cdn.sofifa.org/24/18/teams/101088.png,https://cdn.sofifa.org/flags/52.png,215250,C. Rigamonti,Argentina,69,https://cdn.sofifa.org/48/18/players/215250.png,69,1120,675000.0,6000.0
20,PSV,https://cdn.sofifa.org/24/18/teams/247.png,https://cdn.sofifa.org/flags/34.png,236498,S. Lammers,Netherlands,69,https://cdn.sofifa.org/48/18/players/236498.png,79,1632,1700000.0,8000.0
31,D.C. United,https://cdn.sofifa.org/24/18/teams/688.png,https://cdn.sofifa.org/flags/95.png,198355,S. Clark,United States,69,https://cdn.sofifa.org/48/18/players/198355.png,69,1106,650000.0,4000.0
23,1. FC Kaiserslautern,https://cdn.sofifa.org/24/18/teams/29.png,https://cdn.sofifa.org/flags/4.png,216275,P. Mwene,Austria,69,https://cdn.sofifa.org/48/18/players/216275.png,75,1676,1200000.0,7000.0
28,?l?sk Wroc?aw,https://cdn.sofifa.org/24/18/teams/111092.png,https://cdn.sofifa.org/flags/43.png,222163,R. Pich,Slovakia,69,https://cdn.sofifa.org/48/18/players/222163.png,69,1661,1100000.0,6000.0
29,,https://cdn.sofifa.org/flags/155.png,https://cdn.sofifa.org/flags/155.png,181971,Huang Bowen,China PR,69,https://cdn.sofifa.org/48/18/players/181971.png,69,1926,0.0,0.0
22,FC Nordsjælland,https://cdn.sofifa.org/24/18/teams/1788.png,https://cdn.sofifa.org/flags/13.png,210644,E. Marcondes,Denmark,69,https://cdn.sofifa.org/48/18/players/210644.png,80,1768,1800000.0,9000.0
22,Ipswich Town,https://cdn.sofifa.org/24/18/teams/94.png,https://cdn.sofifa.org/flags/14.png,222420,G. Ward,England,69,https://cdn.sofifa.org/48/18/players/222420.png,76,1877,1500000.0,11000.0
29,Club de Deportes Temuco,https://cdn.sofifa.org/24/18/teams/112709.png,https://cdn.sofifa.org/flags/55.png,160212,F. Grondoña,Chile,69,https://cdn.sofifa.org/48/18/players/160212.png,69,1793,1000000.0,3000.0
33,ES Troyes AC,https://cdn.sofifa.org/24/18/teams/294.png,https://cdn.sofifa.org/flags/18.png,163796,S. Darbion,France,69,https://cdn.sofifa.org/48/18/players/163796.png,69,1907,650000.0,14000.0
32,Querétaro,https://cdn.sofifa.org/24/18/teams/110150.png,https://cdn.sofifa.org/flags/83.png,179668,E. Lugo,Mexico,69,https://cdn.sofifa.org/48/18/players/179668.png,69,1765,825000.0,32000.0
32,CD America de Cali,https://cdn.sofifa.org/24/18/teams/101099.png,https://cdn.sofifa.org/flags/56.png,201941,E. Cortés,Colombia,69,https://cdn.sofifa.org/48/18/players/201941.png,69,1656,600000.0,2000.0
22,Brøndby IF,https://cdn.sofifa.org/24/18/teams/269.png,https://cdn.sofifa.org/flags/24.png,208597,H. Hermannsson,Iceland,69,https://cdn.sofifa.org/48/18/players/208597.png,76,1485,1300000.0,10000.0
23,Club Tijuana,https://cdn.sofifa.org/24/18/teams/111678.png,https://cdn.sofifa.org/flags/83.png,217813,G. Lajud,Mexico,69,https://cdn.sofifa.org/48/18/players/217813.png,75,1119,1100000.0,8000.0
22,FC Twente,https://cdn.sofifa.org/24/18/teams/1908.png,https://cdn.sofifa.org/flags/55.png,219605,C. Cuevas,Chile,69,https://cdn.sofifa.org/48/18/players/219605.png,75,1873,1200000.0,5000.0
29,Tigres U.A.N.L.,https://cdn.sofifa.org/24/18/teams/1970.png,https://cdn.sofifa.org/flags/95.png,177877,J. Torres,United States,69,https://cdn.sofifa.org/48/18/players/177877.png,69,1940,825000.0,31000.0
26,SG Dynamo Dresden,https://cdn.sofifa.org/24/18/teams/503.png,https://cdn.sofifa.org/flags/21.png,193749,P. Mlapa,Germany,69,https://cdn.sofifa.org/48/18/players/193749.png,72,1713,1300000.0,10000.0
29,,https://cdn.sofifa.org/flags/140.png,https://cdn.sofifa.org/flags/140.png,206550,B. Grobler,South Africa,69,https://cdn.sofifa.org/48/18/players/206550.png,69,1647,0.0,0.0
25,FC Tosno,https://cdn.sofifa.org/24/18/teams/113704.png,https://cdn.sofifa.org/flags/104.png,220630,Nuno Rocha,Cape Verde,69,https://cdn.sofifa.org/48/18/players/220630.png,73,1759,1400000.0,13000.0
25,CD O'Higgins,https://cdn.sofifa.org/24/18/teams/112116.png,https://cdn.sofifa.org/flags/55.png,160214,B. Laguna,Chile,69,https://cdn.sofifa.org/48/18/players/160214.png,69,1580,1100000.0,5000.0
35,Deportivo Toluca,https://cdn.sofifa.org/24/18/teams/1882.png,https://cdn.sofifa.org/flags/83.png,170966,C. Esquivel,Mexico,69,https://cdn.sofifa.org/48/18/players/170966.png,69,1794,450000.0,8000.0
21,Standard de Liège,https://cdn.sofifa.org/24/18/teams/232.png,https://cdn.sofifa.org/flags/49.png,237526,V. Luchkevych,Ukraine,69,https://cdn.sofifa.org/48/18/players/237526.png,77,1772,1600000.0,8000.0
25,CD Palestino,https://cdn.sofifa.org/24/18/teams/111328.png,https://cdn.sofifa.org/flags/55.png,160215,R. Zagareda,Chile,69,https://cdn.sofifa.org/48/18/players/160215.png,69,1667,1100000.0,3000.0
18,Leeds United,https://cdn.sofifa.org/24/18/teams/8.png,https://cdn.sofifa.org/flags/14.png,233943,Ronaldo Vieira,England,69,https://cdn.sofifa.org/48/18/players/233943.png,83,1850,2000000.0,10000.0
30,1. FC Nürnberg,https://cdn.sofifa.org/24/18/teams/171.png,https://cdn.sofifa.org/flags/21.png,182743,T. Kirschbaum,Germany,69,https://cdn.sofifa.org/48/18/players/182743.png,69,1010,675000.0,6000.0
28,IFK Göteborg,https://cdn.sofifa.org/24/18/teams/319.png,https://cdn.sofifa.org/flags/46.png,189143,S. Eriksson,Sweden,69,https://cdn.sofifa.org/48/18/players/189143.png,69,1837,1000000.0,5000.0
29,SpVgg Greuther Fürth,https://cdn.sofifa.org/24/18/teams/165.png,https://cdn.sofifa.org/flags/23.png,201176,A. Pintér,Hungary,69,https://cdn.sofifa.org/48/18/players/201176.png,69,1684,825000.0,8000.0
27,Stade Brestois 29,https://cdn.sofifa.org/24/18/teams/378.png,https://cdn.sofifa.org/flags/18.png,208856,Q. Bernard,France,69,https://cdn.sofifa.org/48/18/players/208856.png,69,1765,875000.0,4000.0
21,CD Lugo,https://cdn.sofifa.org/24/18/teams/110831.png,https://cdn.sofifa.org/flags/45.png,220889,Guille Donoso,Spain,69,https://cdn.sofifa.org/48/18/players/220889.png,77,1667,1600000.0,5000.0
21,Getafe CF,https://cdn.sofifa.org/24/18/teams/1860.png,https://cdn.sofifa.org/flags/60.png,232665,M. Arambarri,Uruguay,69,https://cdn.sofifa.org/48/18/players/232665.png,78,1765,1400000.0,9000.0
24,Crotone,https://cdn.sofifa.org/24/18/teams/110734.png,https://cdn.sofifa.org/flags/27.png,204250,M. Trotta,Italy,69,https://cdn.sofifa.org/48/18/players/204250.png,73,1653,1400000.0,26000.0
33,Santiago Wanderers,https://cdn.sofifa.org/24/18/teams/110976.png,https://cdn.sofifa.org/flags/55.png,160218,A. Villanava,Chile,69,https://cdn.sofifa.org/48/18/players/160218.png,69,1600,650000.0,4000.0
24,Norwich City,https://cdn.sofifa.org/24/18/teams/1792.png,https://cdn.sofifa.org/flags/21.png,239322,C. Zimmermann,Germany,69,https://cdn.sofifa.org/48/18/players/239322.png,74,1452,1200000.0,16000.0
24,CPD Junior Barranquilla,https://cdn.sofifa.org/24/18/teams/101101.png,https://cdn.sofifa.org/flags/56.png,213979,Y. Murillo,Colombia,69,https://cdn.sofifa.org/48/18/players/213979.png,72,1710,1100000.0,2000.0
33,Curicó Unido,https://cdn.sofifa.org/24/18/teams/112655.png,https://cdn.sofifa.org/flags/55.png,159963,L. Isleras,Chile,69,https://cdn.sofifa.org/48/18/players/159963.png,69,1653,425000.0,3000.0
21,Sevilla Atlético,https://cdn.sofifa.org/24/18/teams/110714.png,https://cdn.sofifa.org/flags/45.png,225755,Olavide,Spain,69,https://cdn.sofifa.org/48/18/players/225755.png,82,1780,2000000.0,5000.0
21,Malmö FF,https://cdn.sofifa.org/24/18/teams/320.png,https://cdn.sofifa.org/flags/46.png,226523,F. Brorsson,Sweden,69,https://cdn.sofifa.org/48/18/players/226523.png,76,1543,1300000.0,3000.0
30,AD Alcorcón,https://cdn.sofifa.org/24/18/teams/100831.png,https://cdn.sofifa.org/flags/45.png,171995,Jonathan Pereira,Spain,69,https://cdn.sofifa.org/48/18/players/171995.png,69,1679,1000000.0,8000.0
23,Portimonense SC,https://cdn.sofifa.org/24/18/teams/10031.png,https://cdn.sofifa.org/flags/54.png,220636,Felipe Macedo,Brazil,69,https://cdn.sofifa.org/48/18/players/220636.png,75,1445,1200000.0,5000.0
30,CPD Junior Barranquilla,https://cdn.sofifa.org/24/18/teams/101101.png,https://cdn.sofifa.org/flags/56.png,214493,J. Aguirre,Colombia,69,https://cdn.sofifa.org/48/18/players/214493.png,69,1772,1000000.0,3000.0
26,Medicana Sivasspor,https://cdn.sofifa.org/24/18/teams/101041.png,https://cdn.sofifa.org/flags/48.png,223709,A. Vural,Turkey,69,https://cdn.sofifa.org/48/18/players/223709.png,71,1144,875000.0,7000.0
21,Sampdoria,https://cdn.sofifa.org/24/18/teams/1837.png,https://cdn.sofifa.org/flags/13.png,224221,J. Andersen,Denmark,69,https://cdn.sofifa.org/48/18/players/224221.png,76,1624,1300000.0,14000.0
18,Rayo Vallecano,https://cdn.sofifa.org/24/18/teams/480.png,https://cdn.sofifa.org/flags/45.png,235997,Fran Beltrán,Spain,69,https://cdn.sofifa.org/48/18/players/235997.png,79,1765,1300000.0,4000.0
29,FC Luzern,https://cdn.sofifa.org/24/18/teams/897.png,https://cdn.sofifa.org/flags/47.png,184285,C. Schneuwly,Switzerland,69,https://cdn.sofifa.org/48/18/players/184285.png,69,1789,1000000.0,8000.0
23,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,https://cdn.sofifa.org/flags/54.png,204254,Wallace Oliveira,Brazil,69,https://cdn.sofifa.org/48/18/players/204254.png,72,1888,1100000.0,40000.0
